,true_tokens,pred_tokens,t_labels,p_labels
1170,a,a,O,O
1171,trip,trip,O,O
1172,to,to,O,O
1173,YUL,YUL,O,O
1174,airport,airport,O,O
1175,.,.,O,O
1176,Having,Having,O,O
1177,stalked,stalked,O,O
1178,the,the,O,O
1179,SpiceBros,SpiceBros,O,O
1180,page,page,O,O
1181,and,and,O,O
1182,reviews,reviews,O,O
1183,for,for,O,O
1184,a,a,O,O
1185,long,long,O,O
1186,time,time,O,O
1187,",",",",O,O
1188,I,I,O,O
1189,was,was,O,O
1190,super,super,O,O
1191,excited,excited,O,O
1192,in,in,O,O
1193,trying,trying,O,O
1194,the,the,O,O
1195,place,place,O,O
1196,out,out,O,O
1197,.,.,O,O
1198,I,I,O,O
1199,would,would,O,O
1200,always,always,O,O
1201,have,have,O,O
1202,to,to,O,O
1203,wait,wait,O,O
1204,until,until,O,O
1205,visiting,visiting,O,O
1206,Toronto,Toronto,O,O
1207,to,to,O,O
1208,get,get,O,O
1209,my,my,O,O
1210,fix,fix,O,O
1211,of,of,O,O
1212,Bhel,Bhel,B-MENU,B-MENU
1213,Puri,Puri,I-MENU,I-MENU
1214,&,&,O,O
1215,Chana,Chana,B-MENU,B-MENU
1216,Chaat,Chaat,I-MENU,I-MENU
1217,so,so,O,O
1218,when,when,O,O
1219,I,I,O,O
1220,heard,heard,O,O
1221,that,that,O,O
1222,SpiceBros,SpiceBros,O,O
1223,",",",",O,O
1224,a,a,O,O
1225,restaurant,restaurant,O,O
1226,specialising,specialising,O,O
1227,in,in,O,O
1228,Indian,Indian,O,O
1229,Street,Street,O,O
1230,Food,Food,O,O
1231,",",",",O,O
1232,had,had,O,O
1233,opened,opened,O,O
1234,in,in,O,O
1235,Montreal,Montreal,O,O
1236,",",",",O,O
1237,I,I,O,O
1238,was,was,O,O
1239,over,over,O,O
1240,the,the,O,O
1241,moon,moon,O,O
1242,!,!,O,O
1243,The,The,O,O
1244,fast-food,fast-food,O,O
1245,eatery,eatery,O,O
1246,is,is,O,O
1247,clean,clean,O,O
1248,",",",",O,O
1249,bright,bright,O,O
1250,and,and,O,O
1251,colourful,colourful,O,O
1252,",",",",O,O
1253,appropriate,appropriate,O,O
1254,to,to,O,O
1255,the,the,O,O
1256,food,food,O,O
1257,and,and,O,O
1258,culture,culture,O,O
1259,.,.,O,O
1260,I,I,O,O
1261,absolutely,absolutely,O,O
1262,loved,loved,O,O
1263,the,the,O,O
1264,unique,unique,O,O
1265,concept,concept,O,O
1266,of,of,O,O
1267,',',O,O
1268,Bro,Bro,O,B-MENU
1269,Bowls,Bowls,O,O
1270,',',O,O
1271,where,where,O,O
1272,you,you,O,O
1273,choose,choose,O,O
1274,your,your,O,O
1275,',',O,O
1276,protein,protein,O,O
1277,',',O,O
1278,(,(,O,O
1279,a,a,O,O
1280,variety,variety,O,O
1281,of,of,O,O
1282,Indian,Indian,O,O
1283,flavoured,flavoured,O,O
1284,curry,curry,B-MENU,I-MENU
1285,or,or,O,O
1286,vegetable,vegetable,O,O
1287,),),O,O
1288,and,and,O,O
1289,then,then,O,O
1290,add,add,O,O
1291,the,the,O,O
1292,garnishes,garnishes,O,O
1293,(,(,O,O
1294,salads,salads,B-MENU,B-MENU
1295,/,/,O,O
1296,vegetables,vegetables,O,O
1297,/,/,O,O
1298,rice,rice,B-MENU,O
1299,etc,etc,O,O
1300,),),O,O
1301,.,.,O,O
1302,Definitely,Definitely,O,O
1303,unique,unique,O,O
1304,and,and,O,O
1305,bringing,bringing,O,O
1306,a,a,O,O
1307,healthier,healthier,O,O
1308,alternative,alternative,O,O
1309,to,to,O,O
1310,the,the,O,O
1311,rich,rich,O,O
1312,and,and,O,O
1313,indulgent,indulgent,O,O
1314,cuisine,cuisine,O,O
1315,.,.,O,O
1316,We,We,O,O
1317,ordered,ordered,O,O
1318,a,a,O,O
1319,Channa,Channa,B-MENU,B-MENU
1320,Samosa,Samosa,I-MENU,I-MENU
1321,bowl,bowl,O,O
1322,",",",",O,O
1323,large,large,O,O
1324,Bro,Bro,O,B-MENU
1325,Bowl,Bowl,O,I-MENU
1326,and,and,O,O
1327,Garlic,Garlic,B-MENU,B-MENU
1328,Naan,Naan,I-MENU,I-MENU
1329,.,.,O,O
1330,All,All,O,O
1331,were,were,O,O
1332,absolutely,absolutely,O,O
1333,delicious,delicious,O,O
1334,and,and,O,O
1335,the,the,O,O
1336,husband,husband,O,O
1337,devoured,devoured,O,O
1338,his,his,O,O
1339,butter,butter,B-MENU,B-MENU
1340,chicken,chicken,I-MENU,I-MENU
1341,bro,bro,O,I-MENU
1342,bowl,bowl,O,O
1343,.,.,O,O
1344,I,I,O,O
1345,was,was,O,O
1346,extremely,extremely,O,O
1347,satisfied,satisfied,O,O
1348,with,with,O,O
1349,my,my,O,O
1350,channa,channa,B-MENU,B-MENU
1351,samosa,samosa,I-MENU,I-MENU
1352,-,-,O,O
1353,It,It,O,O
1354,was,was,O,O
1355,served,served,O,O
1356,impeccably,impeccably,O,O
1357,with,with,O,O
1358,just,just,O,O
1359,the,the,O,O
1360,right,right,O,O
1361,amount,amount,O,O
1362,of,of,O,O
1363,chickpea,chickpea,B-MENU,B-MENU
1364,curry,curry,I-MENU,I-MENU
1365,and,and,O,O
1366,crunch,crunch,O,O
1367,and,and,O,O
1368,topped,topped,O,O
1369,with,with,O,O
1370,pomegranates,pomegranates,O,O
1371,-,-,O,O
1372,perfection,perfection,O,O
1373,!,!,O,O
1374,All,All,O,O
1375,the,the,O,O
1376,',',O,O
1377,bowl,bowl,O,O
1378,',',O,O
1379,foods,foods,O,O
1380,are,are,O,O
1381,made,made,O,O
1382,in,in,O,O
1383,front,front,O,O
1384,of,of,O,O
1385,you,you,O,O
1386,",",",",O,O
1387,like,like,O,O
1388,a,a,O,O
1389,sandwich,sandwich,B-MENU,B-MENU
1390,/,/,O,O
1391,salad,salad,B-MENU,B-MENU
1392,bar,bar,O,O
1393,but,but,O,O
1394,the,the,O,O
1395,naans,naans,B-MENU,B-MENU
1396,are,are,O,O
1397,made,made,O,O
1398,fresh,fresh,O,O
1399,at,at,O,O
1400,the,the,O,O
1401,back,back,O,O
1402,so,so,O,O
1403,we,we,O,O
1404,received,received,O,O
1405,ours,ours,O,O
1406,a,a,O,O
1407,little,little,O,O
1408,later,later,O,O
1409,.,.,O,O
1410,We,We,O,O
1411,didn't,didn't,O,O
1412,mind,mind,O,O
1413,as,as,O,O
1414,it,it,O,O
1415,came,came,O,O
1416,out,out,O,O
1417,hot,hot,O,O
1418,and,and,O,O
1419,fresh,fresh,O,O
1420,",",",",O,O
1421,sparkling,sparkling,O,O
1422,with,with,O,O
1423,',',O,O
1424,ghee,ghee,O,O
1425,',',O,O
1426,(,(,O,O
1427,clarified,clarified,O,O
1428,butter,butter,O,O
1429,),),O,O
1430,-,-,O,O
1431,yum,yum,O,O
1432,!,!,O,O
1433,Highly,Highly,O,O
1434,recommend,recommend,O,O
1435,the,the,O,O
1436,garlic,garlic,B-MENU,B-MENU
1437,naan,naan,I-MENU,I-MENU
1438,!,!,O,O
1439,Prices,Prices,O,O
1440,are,are,O,O
1441,reasonable,reasonable,O,O
1442,and,and,O,O
1443,portion,portion,O,O
1444,sizes,sizes,O,O
1445,are,are,O,O
1446,decent,decent,O,O
1447,.,.,O,O
1448,Overall,Overall,O,O
1449,",",",",O,O
1450,a,a,O,O
1451,great,great,O,O
1452,new,new,O,O
1453,addition,addition,O,O
1454,to,to,O,O
1455,the,the,O,O
1456,Desi,Desi,O,O
1457,food,food,O,O
1458,scene,scene,O,O
1459,",",",",O,O
1460,hope,hope,O,O
1461,they,they,O,O
1462,open,open,O,O
1463,another,another,O,O
1464,location,location,O,O
1465,closer,closer,O,O
1466,to,to,O,O
1467,home,home,O,O
1468,though,though,O,O
1469,!,!,O,O
1470,3.5,3.5,O,O
1471,stars,stars,O,O
1472,.,.,O,O
1473,Food,Food,O,O
1474,is,is,O,O
1475,fine,fine,O,O
1476,.,.,O,O
1477,General,General,O,O
1478,concept,concept,O,O
1479,is,is,O,O
1480,good,good,O,O
1481,.,.,O,O
1482,They,They,O,O
1483,haven't,haven't,O,O
1484,figured,figured,O,O
1485,out,out,O,O
1486,how,how,O,O
1487,to,to,O,O
1488,run,run,O,O
1489,the,the,O,O
1490,restaurant,restaurant,O,O
1491,and,and,O,O
1492,shouldn't,shouldn't,O,O
1493,already,already,O,O
1494,be,be,O,O
1495,franchising,franchising,O,O
1496,.,.,O,O
1497,They,They,O,O
1498,should,should,O,O
1499,go,go,O,O
1500,to,to,O,O
1501,a,a,O,O
1502,Chipotle,Chipotle,O,B-MENU
1503,or,or,O,O
1504,maybe,maybe,O,O
1505,Subway,Subway,O,O
1506,and,and,O,O
1507,see,see,O,O
1508,how,how,O,O
1509,it,it,O,O
1510,is,is,O,O
1511,organized,organized,O,O
1512,.,.,O,O
1513,At,At,O,O
1514,Spice,Spice,O,O
1515,Bros,Bros,O,O
1516,everyone,everyone,O,O
1517,was,was,O,O
1518,running,running,O,O
1519,around,around,O,O
1520,doing,doing,O,O
1521,the,the,O,O
1522,same,same,O,O
1523,tasks,tasks,O,O
1524,in,in,O,O
1525,fragmented,fragmented,O,O
1526,fashion,fashion,O,O
1527,.,.,O,O
1528,They,They,O,O
1529,forget,forget,O,O
1530,to,to,O,O
1531,bring,bring,O,O
1532,part,part,O,O
1533,of,of,O,O
1534,my,my,O,O
1535,order,order,O,O
1536,.,.,O,O
1537,Which,Which,O,O
1538,was,was,O,O
1539,fine,fine,O,O
1540,because,because,O,O
1541,by,by,O,O
1542,that,that,O,O
1543,point,point,O,O
1544,I,I,O,O
1545,didn't,didn't,O,O
1546,want,want,O,O
1547,it,it,O,O
1548,.,.,O,O
1549,There,There,O,O
1550,was,was,O,O
1551,a,a,O,O
1552,mountain,mountain,O,O
1553,of,of,O,O
1554,used,used,O,O
1555,dishes,dishes,O,O
1556,right,right,O,O
1557,in,in,O,O
1558,front,front,O,O
1559,of,of,O,O
1560,the,the,O,O
1561,cash,cash,O,O
1562,register,register,O,O
1563,.,.,O,O
1564,I,I,O,O
1565,hope,hope,O,O
1566,they'll,they'll,O,O
1567,figure,figure,O,O
1568,out,out,O,O
1569,how,how,O,O
1570,to,to,O,O
1571,run,run,O,O
1572,it,it,O,O
1573,smoothly,smoothly,O,O
1574,and,and,O,O
1575,maybe,maybe,O,O
1576,this,this,O,O
1577,will,will,O,O
1578,go,go,O,O
1579,up,up,O,O
1580,to,to,O,O
1581,a,a,O,O
1582,4.5,4.5,O,O
1583,.,.,O,O
1584,Tried,Tried,O,O
1585,this,this,O,O
1586,while,while,O,O
1587,in,in,O,O
1588,town,town,O,O
1589,visiting,visiting,O,O
1590,Montreal,Montreal,O,O
1591,.,.,O,O
1592,There,There,O,O
1593,are,are,O,O
1594,so,so,O,O
1595,many,many,O,O
1596,Indian,Indian,O,O
1597,food,food,O,O
1598,meets,meets,O,O
1599,Chipotle,Chipotle,O,O
1600,concepts,concepts,O,O
1601,out,out,O,O
1602,there,there,O,O
1603,but,but,O,O
1604,this,this,O,O
1605,one,one,O,O
1606,definitely,definitely,O,O
1607,delivers,delivers,O,O
1608,.,.,O,O
1609,Found,Found,O,O
1610,the,the,O,O
1611,food,food,O,O
1612,to,to,O,O
1613,be,be,O,O
1614,pretty,pretty,O,O
1615,solid,solid,O,O
1616,and,and,O,O
1617,tasty,tasty,O,O
1618,.,.,O,O
1619,All,All,O,O
1620,of,of,O,O
1621,the,the,O,O
1622,ingredients,ingredients,O,O
1623,seemed,seemed,O,O
1624,pretty,pretty,O,O
1625,fresh,fresh,O,O
1626,and,and,O,O
1627,the,the,O,O
1628,naan,naan,B-MENU,B-MENU
1629,that,that,O,O
1630,they,they,O,O
1631,use,use,O,O
1632,for,for,O,O
1633,the,the,O,O
1634,burritos,burritos,B-MENU,B-MENU
1635,are,are,O,O
1636,very,very,O,O
1637,good,good,O,O
1638,.,.,O,O
1639,They,They,O,O
1640,have,have,O,O
1641,a,a,O,O
1642,good,good,O,O
1643,variety,variety,O,O
1644,of,of,O,O
1645,toppings,toppings,O,O
1646,and,and,O,O
1647,sauces,sauces,B-MENU,B-MENU
1648,that,that,O,O
1649,you,you,O,O
1650,can,can,O,O
1651,add,add,O,O
1652,.,.,O,O
1653,The,The,O,O
1654,burritos,burritos,B-MENU,B-MENU
1655,end,end,O,O
1656,up,up,O,O
1657,being,being,O,O
1658,a,a,O,O
1659,pretty,pretty,O,O
1660,large,large,O,O
1661,size,size,O,O
1662,.,.,O,O
1663,Would,Would,O,O
1664,definitely,definitely,O,O
1665,recommend,recommend,O,O
1666,and,and,O,O
1667,come,come,O,O
1668,back,back,O,O
1669,here.Star,here.Star,O,O
1670,of,of,O,O
1671,India,India,O,O
1672,does,does,O,O
1673,Indian,Indian,O,O
1674,with,with,O,O
1675,white,white,O,O
1676,tablecloths,tablecloths,O,O
1677,and,and,O,O
1678,silver,silver,O,O
1679,serving,serving,O,O
1680,dishes,dishes,O,O
1681,.,.,O,O
1682,Regardless,Regardless,O,O
1683,of,of,O,O
1684,whether,whether,O,O
1685,or,or,O,O
1686,not,not,O,O
1687,it,it,O,O
1688,says,says,O,O
1689,spicy,spicy,O,O
1690,on,on,O,O
1691,the,the,O,O
1692,menu,menu,O,O
1693,",",",",O,O
1694,it,it,O,O
1695,isn't,isn't,O,O
1696,unless,unless,O,O
1697,you,you,O,O
1698,consider,consider,O,O
1699,onions,onions,O,O
1700,spicy,spicy,O,O
1701,.,.,O,O
1702,Good,Good,O,O
1703,food,food,O,O
1704,",",",",O,O
1705,but,but,O,O
1706,nothing,nothing,O,O
1707,great.We,great.We,O,O
1708,checked,checked,O,O
1709,this,this,O,O
1710,out,out,O,O
1711,for,for,O,O
1712,the,the,O,O
1713,first,first,O,O
1714,time,time,O,O
1715,last,last,O,O
1716,weekend,weekend,O,O
1717,",",",",O,O
1718,and,and,O,O
1719,I,I,O,O
1720,am,am,O,O
1721,really,really,O,O
1722,disappointed,disappointed,O,O
1723,that,that,O,O
1724,it,it,O,O
1725,took,took,O,O
1726,me,me,O,O
1727,this,this,O,O
1728,long,long,O,O
1729,to,to,O,O
1730,ever,ever,O,O
1731,come,come,O,O
1732,here,here,O,O
1733,!,!,O,O
1734,(,(,O,O
1735,I,I,O,O
1736,must,must,O,O
1737,admit,admit,O,O
1738,-,-,O,O
1739,I'm,I'm,O,O
1740,a,a,O,O
1741,former,former,O,O
1742,South,South,O,O
1743,Oakland,Oakland,O,O
1744,resident,resident,O,O
1745,",",",",O,O
1746,and,and,O,O
1747,will,will,O,O
1748,thus,thus,O,O
1749,be,be,O,O
1750,Dirty,Dirty,O,O
1751,Souf,Souf,O,O
1752,4,4,O,O
1753,Lyfe,Lyfe,O,O
1754,",",",",O,O
1755,so,so,O,O
1756,crossing,crossing,O,O
1757,that,that,O,O
1758,magical,magical,O,O
1759,border,border,O,O
1760,of,of,O,O
1761,Bellefield,Bellefield,O,O
1762,Avenue,Avenue,O,O
1763,into,into,O,O
1764,North,North,O,O
1765,Oakland,Oakland,O,O
1766,is,is,O,O
1767,kind,kind,O,O
1768,of,of,O,O
1769,a,a,O,O
1770,stretch,stretch,O,O
1771,for,for,O,O
1772,me,me,O,O
1773,!,!,O,O
1774,),),O,O
1775,On,On,O,O
1776,a,a,O,O
1777,Saturday,Saturday,O,O
1778,night,night,O,O
1779,",",",",O,O
1780,it,it,O,O
1781,was,was,O,O
1782,pratically,pratically,O,O
1783,empty,empty,O,O
1784,",",",",O,O
1785,so,so,O,O
1786,we,we,O,O
1787,had,had,O,O
1788,very,very,O,O
1789,attentive,attentive,O,O
1790,waiter,waiter,O,O
1791,service,service,O,O
1792,.,.,O,O
1793,They,They,O,O
1794,were,were,O,O
1795,great,great,O,O
1796,with,with,O,O
1797,refills,refills,O,O
1798,and,and,O,O
1799,prompt,prompt,O,O
1800,delivery,delivery,O,O
1801,of,of,O,O
1802,our,our,O,O
1803,food,food,O,O
1804,(,(,O,O
1805,and,and,O,O
1806,also,also,O,O
1807,patience,patience,O,O
1808,with,with,O,O
1809,the,the,O,O
1810,fact,fact,O,O
1811,that,that,O,O
1812,we,we,O,O
1813,food,food,O,O
1814,blogger,blogger,O,O
1815,types,types,O,O
1816,have,have,O,O
1817,to,to,O,O
1818,take,take,O,O
1819,pictures,pictures,O,O
1820,of,of,O,O
1821,everything,everything,O,O
1822,before,before,O,O
1823,we,we,O,O
1824,eat,eat,O,O
1825,it,it,O,O
1826,),),O,O
1827,.,.,O,O
1828,They,They,O,O
1829,do,do,O,O
1830,have,have,O,O
1831,a,a,O,O
1832,wine,wine,O,O
1833,list,list,O,O
1834,",",",",O,O
1835,and,and,O,O
1836,while,while,O,O
1837,it's,it's,O,O
1838,small,small,O,O
1839,",",",",O,O
1840,it's,it's,O,O
1841,also,also,O,O
1842,relatively,relatively,O,O
1843,cheap,cheap,O,O
1844,.,.,O,O
1845,The,The,O,O
1846,bottles,bottles,O,O
1847,were,were,O,O
1848,all,all,O,O
1849,less,less,O,O
1850,than,than,O,O
1851,$30,$30,O,O
1852,each,each,O,O
1853,",",",",O,O
1854,and,and,O,O
1855,we,we,O,O
1856,got,got,O,O
1857,a,a,O,O
1858,nice,nice,O,O
1859,shiraz,shiraz,O,O
1860,to,to,O,O
1861,go,go,O,O
1862,with,with,O,O
1863,our,our,O,O
1864,dinner,dinner,O,O
1865,.,.,O,O
1866,We,We,O,O
1867,started,started,O,O
1868,with,with,O,O
1869,the,the,O,O
1870,samosas,samosas,B-MENU,B-MENU
1871,",",",",O,O
1872,which,which,O,O
1873,were,were,O,O
1874,quite,quite,O,O
1875,good,good,O,O
1876,",",",",O,O
1877,but,but,O,O
1878,standard,standard,O,O
1879,",",",",O,O
1880,and,and,O,O
1881,then,then,O,O
1882,",",",",O,O
1883,in,in,O,O
1884,a,a,O,O
1885,flash,flash,O,O
1886,of,of,O,O
1887,greatness,greatness,O,O
1888,",",",",O,O
1889,the,the,O,O
1890,words,words,O,O
1891,',',O,O
1892,vegetable,vegetable,O,O
1893,chat,chat,O,O
1894,',',O,O
1895,caught,caught,O,O
1896,my,my,O,O
1897,eye,eye,O,O
1898,on,on,O,O
1899,the,the,O,O
1900,menu,menu,O,O
1901,.,.,O,O
1902,Vegetable,Vegetable,B-MENU,O
1903,chat,chat,I-MENU,I-MENU
1904,is,is,O,O
1905,this,this,O,O
1906,thing,thing,O,O
1907,that,that,O,O
1908,I,I,O,O
1909,love,love,O,O
1910,",",",",O,O
1911,that,that,O,O
1912,I've,I've,O,O
1913,never,never,O,O
1914,known,known,O,O
1915,the,the,O,O
1916,name,name,O,O
1917,of,of,O,O
1918,.,.,O,O
1919,It's,It's,O,O
1920,a,a,O,O
1921,cold,cold,O,O
1922,almost-salsa-like,almost-salsa-like,O,O
1923,dish,dish,O,O
1924,made,made,O,O
1925,up,up,O,O
1926,of,of,O,O
1927,chickpeas,chickpeas,B-MENU,B-MENU
1928,",",",",O,O
1929,potatoes,potatoes,O,O
1930,",",",",O,O
1931,onions,onions,O,O
1932,",",",",O,O
1933,and,and,O,O
1934,Indian,Indian,O,O
1935,seasonings,seasonings,O,O
1936,",",",",O,O
1937,then,then,O,O
1938,topped,topped,O,O
1939,with,with,O,O
1940,crunchy,crunchy,O,O
1941,crackers,crackers,O,O
1942,(,(,O,O
1943,the,the,O,O
1944,same,same,O,O
1945,consistency,consistency,O,O
1946,and,and,O,O
1947,flavor,flavor,O,O
1948,of,of,O,O
1949,the,the,O,O
1950,samosa,samosa,B-MENU,B-MENU
1951,shell,shell,O,O
1952,),),O,O
1953,",",",",O,O
1954,yogurt,yogurt,O,B-MENU
1955,",",",",O,O
1956,and,and,O,O
1957,tamarind,tamarind,B-MENU,B-MENU
1958,sauce,sauce,I-MENU,I-MENU
1959,.,.,O,O
1960,It's,It's,O,O
1961,like,like,O,O
1962,a,a,O,O
1963,less-mayonnaise-d,less-mayonnaise-d,O,O
1964,version,version,O,O
1965,of,of,O,O
1966,potato,potato,B-MENU,B-MENU
1967,salad,salad,I-MENU,I-MENU
1968,.,.,O,O
1969,Oh,Oh,O,O
1970,",",",",O,O
1971,how,how,O,O
1972,I,I,O,O
1973,love,love,O,O
1974,it,it,O,O
1975,!,!,O,O
1976,Star,Star,O,O
1977,of,of,O,O
1978,India's,India's,O,O
1979,was,was,O,O
1980,absolutely,absolutely,O,O
1981,perfect,perfect,O,O
1982,",",",",O,O
1983,and,and,O,O
1984,I'm,I'm,O,O
1985,so,so,O,O
1986,glad,glad,O,O
1987,I,I,O,O
1988,took,took,O,O
1989,a,a,O,O
1990,chance,chance,O,O
1991,on,on,O,O
1992,ordering,ordering,O,O
1993,it,it,O,O
1994,.,.,O,O
1995,However,However,O,O
1996,",",",",O,O
1997,not,not,O,O
1998,wanting,wanting,O,O
1999,to,to,O,O
2000,step,step,O,O
2001,totally,totally,O,O
2002,out,out,O,O
2003,of,of,O,O
2004,my,my,O,O
2005,comfort,comfort,O,O
2006,zone,zone,O,O
2007,",",",",O,O
2008,I,I,O,O
2009,ordered,ordered,O,O
2010,my,my,O,O
2011,typical,typical,O,O
2012,mattar,mattar,O,B-MENU
2013,paneer,paneer,O,I-MENU
2014,.,.,O,O
2015,It,It,O,O
2016,was,was,O,O
2017,good,good,O,O
2018,",",",",O,O
2019,and,and,O,O
2020,not,not,O,O
2021,a,a,O,O
2022,huge,huge,O,O
2023,portion,portion,O,O
2024,",",",",O,O
2025,so,so,O,O
2026,I,I,O,O
2027,didn't,didn't,O,O
2028,feel,feel,O,O
2029,compelled,compelled,O,O
2030,to,to,O,O
2031,just,just,O,O
2032,keep,keep,O,O
2033,eating,eating,O,O
2034,and,and,O,O
2035,eating,eating,O,O
2036,the,the,O,O
2037,deliciousness,deliciousness,O,O
2038,in,in,O,O
2039,front,front,O,O
2040,of,of,O,O
2041,me,me,O,O
2042,.,.,O,O
2043,My,My,O,O
2044,husband,husband,O,O
2045,got,got,O,O
2046,the,the,O,O
2047,tandoor,tandoor,B-MENU,B-MENU
2048,mixed,mixed,I-MENU,I-MENU
2049,grill,grill,I-MENU,I-MENU
2050,",",",",O,O
2051,which,which,O,O
2052,had,had,O,O
2053,chicken,chicken,O,B-MENU
2054,",",",",O,I-MENU
2055,shrimp,shrimp,O,I-MENU
2056,",",",",O,I-MENU
2057,and,and,O,I-MENU
2058,lamb,lamb,O,I-MENU
2059,.,.,O,O
2060,He,He,O,O
2061,was,was,O,O
2062,crazy,crazy,O,O
2063,about,about,O,O
2064,it,it,O,O
2065,.,.,O,O
2066,Like,Like,O,O
2067,most,most,O,O
2068,Indian,Indian,O,O
2069,restaurants,restaurants,O,O
2070,",",",",O,O
2071,you,you,O,O
2072,can,can,O,O
2073,pick,pick,O,O
2074,the,the,O,O
2075,level,level,O,O
2076,of,of,O,O
2077,spice,spice,O,O
2078,for,for,O,O
2079,each,each,O,O
2080,entree,entree,O,O
2081,.,.,O,O
2082,The,The,O,O
2083,garlic,garlic,B-MENU,B-MENU
2084,naan,naan,I-MENU,I-MENU
2085,was,was,O,O
2086,ridiculously,ridiculously,O,O
2087,puffy,puffy,O,O
2088,and,and,O,O
2089,buttery,buttery,O,O
2090,",",",",O,O
2091,which,which,O,O
2092,we,we,O,O
2093,loved,loved,O,O
2094,.,.,O,O
2095,We,We,O,O
2096,will,will,O,O
2097,definitely,definitely,O,O
2098,return,return,O,O
2099,to,to,O,O
2100,Star,Star,O,O
2101,of,of,O,O
2102,India,India,O,O
2103,.,.,O,O
2104,It's,It's,O,O
2105,much,much,O,O
2106,more,more,O,O
2107,low-key,low-key,O,O
2108,than,than,O,O
2109,India,India,O,O
2110,Garden,Garden,O,O
2111,",",",",O,O
2112,but,but,O,O
2113,the,the,O,O
2114,food,food,O,O
2115,is,is,O,O
2116,just,just,O,O
2117,as,as,O,O
2118,good,good,O,O
2119,.,.,O,O
2120,If,If,O,O
2121,you,you,O,O
2122,want,want,O,O
2123,a,a,O,O
2124,nice,nice,O,O
2125,",",",",O,O
2126,laid-back,laid-back,O,O
2127,place,place,O,O
2128,to,to,O,O
2129,have,have,O,O
2130,a,a,O,O
2131,bottle,bottle,O,O
2132,of,of,O,O
2133,wine,wine,O,O
2134,and,and,O,O
2135,some,some,O,O
2136,tasty,tasty,O,O
2137,Indian,Indian,O,O
2138,food,food,O,O
2139,",",",",O,O
2140,check,check,O,O
2141,this,this,O,O
2142,restaurant,restaurant,O,O
2143,out,out,O,O
2144,.,.,O,O
2145,The,The,O,O
2146,only,only,O,O
2147,thing,thing,O,O
2148,you'll,you'll,O,O
2149,have,have,O,O
2150,to,to,O,O
2151,worry,worry,O,O
2152,about,about,O,O
2153,is,is,O,O
2154,parking,parking,O,O
2155,",",",",O,O
2156,as,as,O,O
2157,it's,it's,O,O
2158,metered,metered,O,O
2159,street,street,O,O
2160,parking,parking,O,O
2161,only,only,O,O
2162,",",",",O,O
2163,and,and,O,O
2164,this,this,O,O
2165,stretch,stretch,O,O
2166,of,of,O,O
2167,Craig,Craig,O,O
2168,Street,Street,O,O
2169,can,can,O,O
2170,be,be,O,O
2171,busy,busy,O,O
2172,",",",",O,O
2173,especially,especially,O,O
2174,on,on,O,O
2175,the,the,O,O
2176,weekends.I've,weekends.I've,O,O
2177,only,only,O,O
2178,had,had,O,O
2179,their,their,O,O
2180,buffet,buffet,O,O
2181,during,during,O,O
2182,lunch,lunch,O,O
2183,time,time,O,O
2184,.,.,O,O
2185,Its,Its,O,O
2186,selling,selling,O,O
2187,points,points,O,O
2188,are,are,O,O
2189,:,:,O,O
2190,convenience,convenience,O,O
2191,and,and,O,O
2192,efficiency,efficiency,O,O
2193,.,.,O,O
2194,Located,Located,O,O
2195,on,on,O,O
2196,S,S,O,O
2197,.,.,O,O
2198,Craig,Craig,O,O
2199,St,St,O,O
2200,.,.,O,O
2201,",",",",O,O
2202,it,it,O,O
2203,is,is,O,O
2204,about,about,O,O
2205,halfway,halfway,O,O
2206,between,between,O,O
2207,Pitt,Pitt,O,O
2208,and,and,O,O
2209,CMU,CMU,O,O
2210,and,and,O,O
2211,across,across,O,O
2212,from,from,O,O
2213,the,the,O,O
2214,museums,museums,O,O
2215,-,-,O,O
2216,-,-,O,O
2217,good,good,O,O
2218,for,for,O,O
2219,a,a,O,O
2220,quick,quick,O,O
2221,bite,bite,O,O
2222,between,between,O,O
2223,meetings,meetings,O,O
2224,or,or,O,O
2225,classes,classes,O,O
2226,.,.,O,O
2227,And,And,O,O
2228,the,the,O,O
2229,keyword,keyword,O,O
2230,here,here,O,O
2231,is,is,O,O
2232,*,*,O,O
2233,quick,quick,O,O
2234,*,*,O,O
2235,.,.,O,O
2236,Since,Since,O,O
2237,the,the,O,O
2238,lunch,lunch,O,O
2239,buffet,buffet,O,O
2240,is,is,O,O
2241,basically,basically,O,O
2242,a,a,O,O
2243,self,self,O,O
2244,service,service,O,O
2245,",",",",O,O
2246,you,you,O,O
2247,can,can,O,O
2248,come,come,O,O
2249,in,in,O,O
2250,",",",",O,O
2251,get,get,O,O
2252,a,a,O,O
2253,table,table,O,O
2254,",",",",O,O
2255,and,and,O,O
2256,immediately,immediately,O,O
2257,begin,begin,O,O
2258,to,to,O,O
2259,stuff,stuff,O,O
2260,your,your,O,O
2261,face,face,O,O
2262,.,.,O,O
2263,As,As,O,O
2264,soon,soon,O,O
2265,as,as,O,O
2266,you're,you're,O,O
2267,sated,sated,O,O
2268,",",",",O,O
2269,the,the,O,O
2270,waitstaff,waitstaff,O,O
2271,is,is,O,O
2272,happy,happy,O,O
2273,to,to,O,O
2274,bring,bring,O,O
2275,you,you,O,O
2276,the,the,O,O
2277,check,check,O,O
2278,and,and,O,O
2279,get,get,O,O
2280,you,you,O,O
2281,out,out,O,O
2282,the,the,O,O
